Datetime,Open Interest
2024-01-01T00:00:00Z,137576429.2600656
2023-12-31T00:00:00Z,132984530.91853528
2023-12-30T00:00:00Z,134149638.70530127
2023-12-29T00:00:00Z,136657218.60947293
2023-12-28T00:00:00Z,133102898.50719956
2023-12-27T00:00:00Z,132944054.07616097
2023-12-26T00:00:00Z,135484128.08540535
2023-12-25T00:00:00Z,130806074.25339794
2023-12-24T00:00:00Z,133579595.4882132
2023-12-23T00:00:00Z,130939711.89456642
2023-12-22T00:00:00Z,131294721.90409157
2023-12-21T00:00:00Z,126073099.74659565
2023-12-20T00:00:00Z,124516607.48074596
2023-12-19T00:00:00Z,123112813.10900305
2023-12-18T00:00:00Z,127575996.63984364
2023-12-17T00:00:00Z,124830445.33396088
2023-12-16T00:00:00Z,121814305.6124506
2023-12-15T00:00:00Z,121371446.20151365
2023-12-14T00:00:00Z,119131192.88602689
2023-12-13T00:00:00Z,121015904.94763914
2023-12-12T00:00:00Z,118869639.76949508
2023-12-11T00:00:00Z,116765115.77508555
2023-12-10T00:00:00Z,119476177.81833665
2023-12-09T00:00:00Z,117711743.28722733
2023-12-08T00:00:00Z,113946449.7758351
2023-12-07T00:00:00Z,117004068.51223454
2023-12-06T00:00:00Z,116748714.88313371
2023-12-05T00:00:00Z,124333610.22823736
2023-12-04T00:00:00Z,122745223.5712925
2023-12-03T00:00:00Z,126006308.31477106
2023-12-02T00:00:00Z,126524971.09923969
2023-12-01T00:00:00Z,130833312.1349239
2023-11-30T00:00:00Z,115215320.46009555
2023-11-29T00:00:00Z,116451657.71292916
2023-11-28T00:00:00Z,114361396.40514433
2023-11-27T00:00:00Z,111933739.39445844
2023-11-26T00:00:00Z,110617363.54311967
2023-11-25T00:00:00Z,122529704.17812704
2023-11-24T00:00:00Z,122258816.38954693
2023-11-23T00:00:00Z,122194840.34880337
2023-11-22T00:00:00Z,121083266.70721462
2023-11-21T00:00:00Z,125211765.65178668
2023-11-20T00:00:00Z,123362259.6238791
2023-11-19T00:00:00Z,130522805.70738694
2023-11-18T00:00:00Z,132470830.76383072
2023-11-17T00:00:00Z,127980807.15056723
2023-11-16T00:00:00Z,128670747.23013276
2023-11-15T00:00:00Z,119888221.71211722
2023-11-14T00:00:00Z,116326117.72364745
2023-11-13T00:00:00Z,116631829.56630531
2023-11-12T00:00:00Z,111389427.9289998
2023-11-11T00:00:00Z,109377490.12503493
2023-11-10T00:00:00Z,112867235.04495013
2023-11-09T00:00:00Z,120433013.90960905
2023-11-08T00:00:00Z,124890595.25448555
2023-11-07T00:00:00Z,120081829.28063032
2023-11-06T00:00:00Z,124531745.79213922
2023-11-05T00:00:00Z,118807652.10602593
2023-11-04T00:00:00Z,116480580.59494478
2023-11-03T00:00:00Z,124784115.36766675
2023-11-02T00:00:00Z,122973965.78121036
2023-11-01T00:00:00Z,113918171.58545858
2023-10-31T00:00:00Z,112661579.78231573
2023-10-30T00:00:00Z,105369122.02995989
2023-10-29T00:00:00Z,113199518.49982189
2023-10-28T00:00:00Z,105273952.26159123
2023-10-27T00:00:00Z,102161542.98032638
2023-10-26T00:00:00Z,98514774.9793305
2023-10-25T00:00:00Z,94605538.54001695
2023-10-24T00:00:00Z,95976301.51046982
2023-10-23T00:00:00Z,95976301.51046982
2023-10-22T00:00:00Z,95976301.51046982
2023-10-21T00:00:00Z,95976301.51046982
2023-10-20T00:00:00Z,95976301.51046982
2023-10-19T00:00:00Z,95976301.51046982
2023-10-18T00:00:00Z,95976301.51046982
2023-10-17T00:00:00Z,95976301.51046982
2023-10-16T00:00:00Z,91505528.12311095
2023-10-15T00:00:00Z,124569786.61452532
2023-10-14T00:00:00Z,129673001.29248257
2023-10-13T00:00:00Z,128991358.58913893
2023-10-12T00:00:00Z,130615370.74572927
2023-10-11T00:00:00Z,132195100.89542109
2023-10-10T00:00:00Z,127134737.12540314
2023-10-09T00:00:00Z,124518961.93205628
2023-10-08T00:00:00Z,121891178.8325277
2023-10-07T00:00:00Z,124118422.9978961
2023-10-06T00:00:00Z,125576110.73379815
2023-10-05T00:00:00Z,119735420.40001181
2023-10-04T00:00:00Z,128224365.83821996
2023-10-03T00:00:00Z,113250859.4891276
2023-10-02T00:00:00Z,109320922.58713321
2023-10-01T00:00:00Z,129154219.3791132
2023-09-30T00:00:00Z,131222209.96490905
2023-09-29T00:00:00Z,131239495.66880949
2023-09-28T00:00:00Z,136512758.6151926
2023-09-27T00:00:00Z,123279789.1558677
2023-09-26T00:00:00Z,114510880.69197819
2023-09-25T00:00:00Z,115430568.56468898
2023-09-24T00:00:00Z,119323488.70229116
2023-09-23T00:00:00Z,125117237.6198839
2023-09-22T00:00:00Z,127047814.08433354
2023-09-21T00:00:00Z,119064632.87992305
2023-09-20T00:00:00Z,112761222.65198366
2023-09-19T00:00:00Z,112591698.15860969
2023-09-18T00:00:00Z,110528658.95101443
2023-09-17T00:00:00Z,119501771.97430623
2023-09-16T00:00:00Z,121725830.23230746
2023-09-15T00:00:00Z,124342471.31030512
2023-09-14T00:00:00Z,112625859.33786775
2023-09-13T00:00:00Z,107298262.64489423
2023-09-12T00:00:00Z,109861812.27339616
2023-09-11T00:00:00Z,105059100.38781297
2023-09-10T00:00:00Z,97484254.94494373
2023-09-09T00:00:00Z,101890010.4844796
2023-09-08T00:00:00Z,103293867.26895732
2023-09-07T00:00:00Z,96628657.41244918
2023-09-06T00:00:00Z,92203817.74419987
2023-09-05T00:00:00Z,94445250.60318463
2023-09-04T00:00:00Z,95335954.77047662
2023-09-03T00:00:00Z,89972467.36787632
2023-09-02T00:00:00Z,88956737.87687583
2023-09-01T00:00:00Z,86590872.42462924
2023-08-31T00:00:00Z,91913841.30244206
2023-08-30T00:00:00Z,96275044.10160017
2023-08-29T00:00:00Z,99423425.11742927
2023-08-28T00:00:00Z,87633736.26139414
2023-08-27T00:00:00Z,89838484.12003994
2023-08-26T00:00:00Z,90828914.40693311
2023-08-25T00:00:00Z,91261237.22609347
2023-08-24T00:00:00Z,86627300.84415448
2023-08-23T00:00:00Z,83689843.65697221
2023-08-22T00:00:00Z,84932398.6308063
2023-08-21T00:00:00Z,82735647.67428498
2023-08-20T00:00:00Z,82765540.69351295
2023-08-19T00:00:00Z,82852394.18203163
2023-08-18T00:00:00Z,77694373.81518984
2023-08-17T00:00:00Z,74547424.65750836
2023-08-16T00:00:00Z,126983851.77213526
2023-08-15T00:00:00Z,119085951.00264233
2023-08-14T00:00:00Z,113915438.75611427
2023-08-13T00:00:00Z,114529237.26285252
2023-08-12T00:00:00Z,116916276.86159004
2023-08-11T00:00:00Z,117812743.12229536
2023-08-10T00:00:00Z,119776990.11977649
2023-08-09T00:00:00Z,121177533.80751315
2023-08-08T00:00:00Z,116680864.10989602
2023-08-07T00:00:00Z,115045140.39006197
2023-08-06T00:00:00Z,118559838.03113335
2023-08-05T00:00:00Z,120303894.8551634
2023-08-04T00:00:00Z,122533899.9028664
2023-08-03T00:00:00Z,119956752.46393698
2023-08-02T00:00:00Z,124584287.74264544
2023-08-01T00:00:00Z,125527702.62370408
2023-07-31T00:00:00Z,131283725.94685149
2023-07-30T00:00:00Z,133463076.80018035
2023-07-29T00:00:00Z,134093510.91588128
2023-07-28T00:00:00Z,128999420.6895752
2023-07-27T00:00:00Z,129839898.04644719
2023-07-26T00:00:00Z,122080323.56848119
2023-07-25T00:00:00Z,135184829.15925077
2023-07-24T00:00:00Z,128172173.29494959
2023-07-23T00:00:00Z,130875352.2443034
2023-07-22T00:00:00Z,126739018.77773774
2023-07-21T00:00:00Z,127061166.15051094
2023-07-20T00:00:00Z,130026189.10014209
2023-07-19T00:00:00Z,135907572.96235892
2023-07-18T00:00:00Z,134364434.64999086
2023-07-17T00:00:00Z,128500645.9014113
2023-07-16T00:00:00Z,123319361.57365996
2023-07-15T00:00:00Z,125571117.35688892
2023-07-14T00:00:00Z,125068153.75157237
2023-07-13T00:00:00Z,133576199.42767425
2023-07-12T00:00:00Z,130861792.59700733
2023-07-11T00:00:00Z,134089831.03791764
2023-07-10T00:00:00Z,131791359.54545867
2023-07-09T00:00:00Z,134557836.5010431
2023-07-08T00:00:00Z,138793846.75912613
2023-07-07T00:00:00Z,133131339.92687252
2023-07-06T00:00:00Z,140068676.78450444
2023-07-05T00:00:00Z,138930434.6667889
2023-07-04T00:00:00Z,141556745.3044343
2023-07-03T00:00:00Z,141960743.98042697
2023-07-02T00:00:00Z,138833281.70456094
2023-07-01T00:00:00Z,139117780.88169104
2023-06-30T00:00:00Z,133917037.38570751
2023-06-29T00:00:00Z,142432406.70009264
2023-06-28T00:00:00Z,150915769.39992705
2023-06-27T00:00:00Z,154107165.0490375
2023-06-26T00:00:00Z,148985580.97843143
2023-06-25T00:00:00Z,148505536.80269855
2023-06-24T00:00:00Z,143444754.76486373
2023-06-23T00:00:00Z,145788831.36788625
2023-06-22T00:00:00Z,134590370.79683813
2023-06-21T00:00:00Z,131543052.17867558
2023-06-20T00:00:00Z,131614880.74149
2023-06-19T00:00:00Z,118226081.7029235
2023-06-18T00:00:00Z,114750629.26613533
2023-06-17T00:00:00Z,114779204.52555245
2023-06-16T00:00:00Z,116599449.24588446
2023-06-15T00:00:00Z,116295421.96392263
2023-06-14T00:00:00Z,115135556.42136106
2023-06-13T00:00:00Z,122356094.50009446
2023-06-12T00:00:00Z,118632256.03851108
2023-06-11T00:00:00Z,114853430.27417079
2023-06-10T00:00:00Z,116288239.35202451
2023-06-09T00:00:00Z,114682090.57789376
2023-06-08T00:00:00Z,117362920.23176283
2023-06-07T00:00:00Z,111080070.88643828
2023-06-06T00:00:00Z,112735053.66456395
2023-06-05T00:00:00Z,112485560.46342713
2023-06-04T00:00:00Z,113827576.43706772
2023-06-03T00:00:00Z,115811121.39293362
2023-06-02T00:00:00Z,114314820.73003678
2023-06-01T00:00:00Z,115273482.61889732
2023-05-31T00:00:00Z,114716792.77932736
2023-05-30T00:00:00Z,118146021.99049184
2023-05-29T00:00:00Z,115230654.39205025
2023-05-28T00:00:00Z,120662061.23046365
2023-05-27T00:00:00Z,125774996.81400569
2023-05-26T00:00:00Z,125094674.1642167
2023-05-25T00:00:00Z,122551919.66357554
2023-05-24T00:00:00Z,124334215.79776938
2023-05-23T00:00:00Z,120596694.52207841
2023-05-22T00:00:00Z,118601630.48787206
2023-05-21T00:00:00Z,119702834.09241202
2023-05-20T00:00:00Z,121493829.4836165
2023-05-19T00:00:00Z,113854392.93117376
2023-05-18T00:00:00Z,113858880.68429466
2023-05-17T00:00:00Z,116512586.37658015
2023-05-16T00:00:00Z,114839264.18538862
2023-05-15T00:00:00Z,113659178.93262859
2023-05-14T00:00:00Z,108617788.07198617
2023-05-13T00:00:00Z,109608397.29130857
2023-05-12T00:00:00Z,108952037.08075634
2023-05-11T00:00:00Z,110210481.5680486
2023-05-10T00:00:00Z,107473027.6100476
2023-05-09T00:00:00Z,115157299.00103916
2023-05-08T00:00:00Z,111271677.93119928
2023-05-07T00:00:00Z,103992957.87352416
2023-05-06T00:00:00Z,97810551.21992116
2023-05-05T00:00:00Z,96904698.80952984
2023-05-04T00:00:00Z,93573967.63991328
2023-05-03T00:00:00Z,97769934.00879757
2023-05-02T00:00:00Z,96393307.16714135
2023-05-01T00:00:00Z,98554310.81207085
2023-04-30T00:00:00Z,87716346.99789801
2023-04-29T00:00:00Z,93208422.05851975
2023-04-28T00:00:00Z,90349228.77361888
2023-04-27T00:00:00Z,88809910.00482881
2023-04-26T00:00:00Z,86678125.21207789
2023-04-25T00:00:00Z,100152466.5329212
2023-04-24T00:00:00Z,93860185.89943923
2023-04-23T00:00:00Z,96200423.85073847
2023-04-22T00:00:00Z,97337797.79356962
2023-04-21T00:00:00Z,99007076.58278619
2023-04-20T00:00:00Z,104359269.55913153
2023-04-19T00:00:00Z,98004178.4607855
2023-04-18T00:00:00Z,106812226.83002967
2023-04-17T00:00:00Z,110201081.2257136
2023-04-16T00:00:00Z,105484016.88195692
2023-04-15T00:00:00Z,107491273.82574165
2023-04-14T00:00:00Z,106054628.21128266
2023-04-13T00:00:00Z,107084485.34811497
2023-04-12T00:00:00Z,107279535.56801704
2023-04-11T00:00:00Z,105722445.8328967
2023-04-10T00:00:00Z,125958505.13992494
2023-04-09T00:00:00Z,120388200.9105204
2023-04-08T00:00:00Z,116222365.66064139
2023-04-07T00:00:00Z,117248687.71307449
2023-04-06T00:00:00Z,118253270.66925636
2023-04-05T00:00:00Z,114955935.32805191
2023-04-04T00:00:00Z,118992056.67186762
2023-04-03T00:00:00Z,117964479.58917387
2023-04-02T00:00:00Z,117262567.15238714
2023-04-01T00:00:00Z,116848789.73096108
2023-03-31T00:00:00Z,116402972.04692517
2023-03-30T00:00:00Z,114958958.6792762
2023-03-29T00:00:00Z,118401654.51194231
2023-03-28T00:00:00Z,113361450.52077037
2023-03-27T00:00:00Z,115795977.6815885
2023-03-26T00:00:00Z,120590387.44364443
2023-03-25T00:00:00Z,107980998.57748681
2023-03-24T00:00:00Z,106860510.63151409
2023-03-23T00:00:00Z,111600231.08851069
2023-03-22T00:00:00Z,107396494.50693789
2023-03-21T00:00:00Z,110606703.25499476
2023-03-20T00:00:00Z,103958930.41114894
2023-03-19T00:00:00Z,107278461.08436736
2023-03-18T00:00:00Z,106297673.60499072
2023-03-17T00:00:00Z,106866062.96598214
2023-03-16T00:00:00Z,99522399.63453816
2023-03-15T00:00:00Z,94837690.89271234
2023-03-14T00:00:00Z,98243935.44255285
2023-03-13T00:00:00Z,104574616.79808488
2023-03-12T00:00:00Z,104347457.31749961
2023-03-11T00:00:00Z,119559205.6600026
2023-03-10T00:00:00Z,112476211.94523466
2023-03-09T00:00:00Z,113855607.63797894
2023-03-08T00:00:00Z,112533161.08402748
2023-03-07T00:00:00Z,114397241.62675871
2023-03-06T00:00:00Z,113197878.10468131
2023-03-05T00:00:00Z,111262334.20951268
2023-03-04T00:00:00Z,111347105.8459566
2023-03-03T00:00:00Z,111162639.04738265
2023-03-02T00:00:00Z,109136761.33542314
2023-03-01T00:00:00Z,103561561.49769148
2023-02-28T00:00:00Z,105387037.20106924
2023-02-27T00:00:00Z,106899354.0922857
2023-02-26T00:00:00Z,109502971.40566975
2023-02-25T00:00:00Z,109384405.0145914
2023-02-24T00:00:00Z,107405174.88689433
2023-02-23T00:00:00Z,105751723.43607163
2023-02-22T00:00:00Z,102377583.10798377
2023-02-21T00:00:00Z,105397397.21128915
2023-02-20T00:00:00Z,103988601.20514405
2023-02-19T00:00:00Z,103019154.44291824
2023-02-18T00:00:00Z,100794291.12078531
2023-02-17T00:00:00Z,98996188.4995889
2023-02-16T00:00:00Z,94875414.5971334
2023-02-15T00:00:00Z,103334680.24042203
2023-02-14T00:00:00Z,104656998.35219145
2023-02-13T00:00:00Z,96514064.56413561
2023-02-12T00:00:00Z,100580913.5167318
2023-02-11T00:00:00Z,100743597.83346075
2023-02-10T00:00:00Z,101471227.22126135
2023-02-09T00:00:00Z,98610076.74359176
2023-02-08T00:00:00Z,107012346.80840546
2023-02-07T00:00:00Z,103630552.55055937
2023-02-06T00:00:00Z,103344036.11468801
2023-02-05T00:00:00Z,105154344.17429289
2023-02-04T00:00:00Z,100778588.5495436
2023-02-03T00:00:00Z,98188649.05726841
2023-02-02T00:00:00Z,96857848.16380915
2023-02-01T00:00:00Z,87532653.96118239
2023-01-31T00:00:00Z,83133958.10341668
2023-01-30T00:00:00Z,82755214.54724622
2023-01-29T00:00:00Z,81036134.48738937
2023-01-28T00:00:00Z,78289317.83373338
2023-01-27T00:00:00Z,79282490.94406214
2023-01-26T00:00:00Z,82444783.24550803
2023-01-25T00:00:00Z,81340392.09162608
2023-01-24T00:00:00Z,82071315.5377776
2023-01-23T00:00:00Z,81977634.03589065
2023-01-22T00:00:00Z,79105265.39606054
2023-01-21T00:00:00Z,82866191.43305182
2023-01-20T00:00:00Z,79524994.62038472
2023-01-19T00:00:00Z,81367776.5411433
2023-01-18T00:00:00Z,77994773.75864759
2023-01-17T00:00:00Z,76664547.0162375
2023-01-16T00:00:00Z,76845266.6220487
2023-01-15T00:00:00Z,76524836.42790596
2023-01-14T00:00:00Z,77587434.00450298
2023-01-13T00:00:00Z,87237252.81191933
2023-01-12T00:00:00Z,84298536.38778087
2023-01-11T00:00:00Z,87893511.03958791
2023-01-10T00:00:00Z,91954193.59396288
2023-01-09T00:00:00Z,89481790.79900873
2023-01-08T00:00:00Z,87656947.99994907
2023-01-07T00:00:00Z,89550972.53302857
2023-01-06T00:00:00Z,88092104.42078385
2023-01-05T00:00:00Z,97336312.34562963
2023-01-04T00:00:00Z,100974345.84005713
2023-01-03T00:00:00Z,101880728.6003575
2023-01-02T00:00:00Z,101916676.8050574
2023-01-01T00:00:00Z,102097987.32647967
2022-12-31T00:00:00Z,101850424.11298645
2022-12-30T00:00:00Z,101626850.00354928
2022-12-29T00:00:00Z,105085370.91403663
2022-12-28T00:00:00Z,100537004.31056863
2022-12-27T00:00:00Z,100998027.23295537
2022-12-26T00:00:00Z,99863319.99473351
2022-12-25T00:00:00Z,99403318.19099946
2022-12-24T00:00:00Z,97654186.14250258
2022-12-23T00:00:00Z,97310050.69568412
2022-12-22T00:00:00Z,98944594.59330064
2022-12-21T00:00:00Z,96279426.06441414
2022-12-20T00:00:00Z,93079942.34605077
2022-12-19T00:00:00Z,94319380.467006
2022-12-18T00:00:00Z,94675138.78555827
2022-12-17T00:00:00Z,94744475.75995687
2022-12-16T00:00:00Z,94767202.01279268
2022-12-15T00:00:00Z,97324846.68056041
2022-12-14T00:00:00Z,94071387.5952086
2022-12-13T00:00:00Z,95145945.56603724
2022-12-12T00:00:00Z,96645077.30403785
2022-12-11T00:00:00Z,89230274.7687271
2022-12-10T00:00:00Z,90271750.41596547
2022-12-09T00:00:00Z,89563875.55275235
2022-12-08T00:00:00Z,91027425.82803857
2022-12-07T00:00:00Z,93623846.44742295
2022-12-06T00:00:00Z,93479566.2159982
2022-12-05T00:00:00Z,93907965.93007144
2022-12-04T00:00:00Z,93453239.08987552
2022-12-03T00:00:00Z,90961358.90432501
2022-12-02T00:00:00Z,90668024.33094007
2022-12-01T00:00:00Z,88078533.57593484
2022-11-30T00:00:00Z,88608052.36762863
2022-11-29T00:00:00Z,92035504.6759305
2022-11-28T00:00:00Z,87517010.66227788
2022-11-27T00:00:00Z,91525837.81843495
2022-11-26T00:00:00Z,90634590.77437073
2022-11-25T00:00:00Z,87663496.96002658
2022-11-24T00:00:00Z,87626182.21104246
2022-11-23T00:00:00Z,86857268.30704969
2022-11-22T00:00:00Z,88284464.52818996
2022-11-21T00:00:00Z,86871526.76401708
2022-11-20T00:00:00Z,87187593.72118935
2022-11-19T00:00:00Z,85955066.65272672
2022-11-18T00:00:00Z,88781329.70624578
2022-11-17T00:00:00Z,86594226.50902244
2022-11-16T00:00:00Z,88149899.38275456
2022-11-15T00:00:00Z,87943013.81893508
2022-11-14T00:00:00Z,86116751.04709443
2022-11-13T00:00:00Z,86812243.8925392
2022-11-12T00:00:00Z,93320170.73633137
2022-11-11T00:00:00Z,94977122.38594325
2022-11-10T00:00:00Z,98457943.5679452
2022-11-09T00:00:00Z,106357499.11093672
2022-11-08T00:00:00Z,113817032.58393723
2022-11-07T00:00:00Z,133954926.78363699
2022-11-06T00:00:00Z,199579327.35752392
2022-11-05T00:00:00Z,205243077.47721392
2022-11-04T00:00:00Z,201537047.19742864
2022-11-03T00:00:00Z,185465646.90965003
2022-11-02T00:00:00Z,187563355.96264213
2022-11-01T00:00:00Z,189643226.05977976
2022-10-31T00:00:00Z,190525349.6630934
2022-10-30T00:00:00Z,194030965.0129012
2022-10-29T00:00:00Z,197573404.28962985
2022-10-28T00:00:00Z,199548757.13823035
2022-10-27T00:00:00Z,199810268.4081048
2022-10-26T00:00:00Z,203741803.98590657
2022-10-25T00:00:00Z,196114802.68408835
2022-10-24T00:00:00Z,185222306.2573973
2022-10-23T00:00:00Z,186686744.4575464
2022-10-22T00:00:00Z,190243108.58584926
2022-10-21T00:00:00Z,189399669.14994985
2022-10-20T00:00:00Z,186186177.27996323
2022-10-19T00:00:00Z,184053026.7504563
2022-10-18T00:00:00Z,187748925.15692595
2022-10-17T00:00:00Z,189373987.1951408
2022-10-16T00:00:00Z,187600976.89022475
2022-10-15T00:00:00Z,183163847.7748186
2022-10-14T00:00:00Z,183210225.7591951
2022-10-13T00:00:00Z,189477834.50997263
2022-10-12T00:00:00Z,188155099.13858762
2022-10-11T00:00:00Z,187412775.27768114
2022-10-10T00:00:00Z,190224488.52485275
2022-10-09T00:00:00Z,188890978.40351725
2022-10-08T00:00:00Z,188670599.75228918
2022-10-07T00:00:00Z,188831361.20765433
2022-10-06T00:00:00Z,189814184.37354422
2022-10-05T00:00:00Z,187803895.13446295
2022-10-04T00:00:00Z,190352401.22232348
2022-10-03T00:00:00Z,182702552.4474476
2022-10-02T00:00:00Z,183922415.3534646
2022-10-01T00:00:00Z,181670775.3520832
2022-09-30T00:00:00Z,181426508.67505255
2022-09-29T00:00:00Z,185837295.09447083
2022-09-28T00:00:00Z,184624602.35301584
2022-09-27T00:00:00Z,186822111.13791806
2022-09-26T00:00:00Z,180635246.70408845
2022-09-25T00:00:00Z,178089260.84685194
2022-09-24T00:00:00Z,178975394.63907856
2022-09-23T00:00:00Z,176835120.68913823
2022-09-22T00:00:00Z,179275528.2474137
2022-09-21T00:00:00Z,177321513.06512833
2022-09-20T00:00:00Z,180874175.0940791
2022-09-19T00:00:00Z,189132311.79802698
2022-09-18T00:00:00Z,199488562.53757823
2022-09-17T00:00:00Z,199496460.2039979
2022-09-16T00:00:00Z,197896702.73145187
2022-09-15T00:00:00Z,194097335.2167747
2022-09-14T00:00:00Z,191260920.3319753
2022-09-13T00:00:00Z,198196569.7103992
2022-09-12T00:00:00Z,198577572.92470682
2022-09-11T00:00:00Z,195941614.81357127
2022-09-10T00:00:00Z,192162100.58214602
2022-09-09T00:00:00Z,192905463.68609944
2022-09-08T00:00:00Z,176508849.20727462
2022-09-07T00:00:00Z,180499534.17204615
2022-09-06T00:00:00Z,186007815.63897872
2022-09-05T00:00:00Z,202583744.28205246
2022-09-04T00:00:00Z,193000220.45595586
2022-09-03T00:00:00Z,197170018.80326113
2022-09-02T00:00:00Z,189252523.707578
2022-09-01T00:00:00Z,193160282.2071831
2022-08-31T00:00:00Z,186126630.26625013
2022-08-30T00:00:00Z,202860262.15200156
2022-08-29T00:00:00Z,187089527.37667102
2022-08-28T00:00:00Z,193207043.9807864
2022-08-27T00:00:00Z,193980203.55796188
2022-08-26T00:00:00Z,199469282.46889657
2022-08-25T00:00:00Z,203831764.07273942
2022-08-24T00:00:00Z,197369995.44957313
2022-08-23T00:00:00Z,196057539.37621897
2022-08-22T00:00:00Z,202200638.17496574
2022-08-21T00:00:00Z,206148242.66909578
2022-08-20T00:00:00Z,208075314.31989506
2022-08-19T00:00:00Z,209526162.9575019
2022-08-18T00:00:00Z,211495902.34760812
2022-08-17T00:00:00Z,221511940.3076739
2022-08-16T00:00:00Z,209243881.33999813
2022-08-15T00:00:00Z,208860994.82898223
2022-08-14T00:00:00Z,212594642.83402336
2022-08-13T00:00:00Z,221035603.40066707
2022-08-12T00:00:00Z,226584338.987702
2022-08-11T00:00:00Z,216794200.58272195
2022-08-10T00:00:00Z,218792408.63775247
2022-08-09T00:00:00Z,212043383.8634693
2022-08-08T00:00:00Z,205569890.67269623
2022-08-07T00:00:00Z,203112078.19508964
2022-08-06T00:00:00Z,200000301.65198743
2022-08-05T00:00:00Z,198787125.678831
2022-08-04T00:00:00Z,196893534.70907366
2022-08-03T00:00:00Z,197223029.4190743
2022-08-02T00:00:00Z,197096063.43048632
2022-08-01T00:00:00Z,198957275.85191742
2022-07-31T00:00:00Z,197926707.46499822
2022-07-30T00:00:00Z,199538406.68658647
2022-07-29T00:00:00Z,200185765.00558224
2022-07-28T00:00:00Z,202304518.2203032
2022-07-27T00:00:00Z,193372351.64575177
2022-07-26T00:00:00Z,182272423.02563176
2022-07-25T00:00:00Z,175627800.16759142
2022-07-24T00:00:00Z,184020178.2991816
2022-07-23T00:00:00Z,181995609.09997097
2022-07-22T00:00:00Z,183103841.71864688
2022-07-21T00:00:00Z,186754935.7501435
2022-07-20T00:00:00Z,188559615.7395179
2022-07-19T00:00:00Z,191064607.19791794
2022-07-18T00:00:00Z,193699122.5378402
2022-07-17T00:00:00Z,186366282.5791851
2022-07-16T00:00:00Z,188857223.0144524
2022-07-15T00:00:00Z,183342204.3096097
2022-07-14T00:00:00Z,182328856.35525045
2022-07-13T00:00:00Z,182379620.4255916
2022-07-12T00:00:00Z,179560427.8200336
2022-07-11T00:00:00Z,182958802.55190274
2022-07-10T00:00:00Z,187604929.77762645
2022-07-09T00:00:00Z,192917384.71096674
2022-07-08T00:00:00Z,194953357.63315934
2022-07-07T00:00:00Z,197669740.7700457
2022-07-06T00:00:00Z,179050710.0586409
2022-07-05T00:00:00Z,171704221.53242517
2022-07-04T00:00:00Z,171551302.53594404
2022-07-03T00:00:00Z,162795991.40904146
2022-07-02T00:00:00Z,164386110.20504707
2022-07-01T00:00:00Z,169897255.14958537
2022-06-30T00:00:00Z,183909996.24005687
2022-06-29T00:00:00Z,174343312.25044364
2022-06-28T00:00:00Z,178943483.55654383
2022-06-27T00:00:00Z,183596698.8085097
2022-06-26T00:00:00Z,181773984.39593172
2022-06-25T00:00:00Z,180272286.1224059
2022-06-24T00:00:00Z,175943482.85563737
